Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2014 [YR2014],2017 [YR2017],2021 [YR2021],2022 [YR2022],2024 [YR2024]
Angola,AGO,"Mobile money account, men (% age 15+)",mobileaccount.t.d.2,..,..,..,..,..,..
Angola,AGO,"Mobile money account, women (% age 15+)",mobileaccount.t.d.1,..,..,..,..,..,..
Angola,AGO,"Bank or similar financial institution account, women (% age 15+)",fiaccount.t.d.1,38.9283452528467,22.3316464905364,..,..,..,..
Angola,AGO,"Bank or similar financial institution account, men (% age 15+)",fiaccount.t.d.2,39.4809697161049,36.1321313839668,..,..,..,..
Angola,AGO,Borrowed from a formal bank or similar financial institution  (% age 15+),fin22a,..,5.65850260405293,..,..,..,..
Angola,AGO,Borrowed any money from a formal bank or similar financial institution or using a mobile money account  (% age 15+),fin22a.22a1.22g.d,..,5.65850260405293,..,..,..,..
Angola,AGO,Saved at a bank or similar financial institution  (% age 15+),fin17a,15.9155843112353,14.860407234029,..,..,..,..
Angola,AGO,Saved money using a mobile money account  (% age 15+),fin17b,..,..,..,..,..,..
Angola,AGO,Saved at a bank or similar financial institution or using a mobile money account  (% age 15+),fin17a.17a1.d,15.9155843112353,14.860407234029,..,..,..,..
Angola,AGO,"Sent or withdrew money from a bank or similar financial institution, monthly (%,  age 15+) (% age 15+)",fin6m,..,..,..,..,..,..
Angola,AGO,"Sent money from a mobile money account, less than once a month  (% age 15+)",fin13blm,..,..,..,..,..,..
Angola,AGO,"Sent or withdrew money from a mobile money account, Never (%  age 15+) (% age 15+)",fin13bn,..,..,..,..,..,..
Benin,BEN,"Mobile money account, men (% age 15+)",mobileaccount.t.d.2,..,..,24.6091235497795,44.3281869254932,..,50.2886229057436
Benin,BEN,"Mobile money account, women (% age 15+)",mobileaccount.t.d.1,..,..,11.7268411321563,29.6385905118944,..,40.1151060485774
Benin,BEN,"Bank or similar financial institution account, women (% age 15+)",fiaccount.t.d.1,9.80735403795204,12.8702527090146,22.9106577903991,17.4983155308187,..,19.9075941870158
Benin,BEN,"Bank or similar financial institution account, men (% age 15+)",fiaccount.t.d.2,11.1505669063628,19.2082952746039,41.06737550942,30.6132929515788,..,19.904565501589
Benin,BEN,Borrowed from a formal bank or similar financial institution  (% age 15+),fin22a,..,7.73875517901797,11.3602694384735,8.20427380859696,..,8.65463345456663
Benin,BEN,Borrowed any money from a formal bank or similar financial institution or using a mobile money account  (% age 15+),fin22a.22a1.22g.d,..,7.73875517901797,11.3602694384735,11.1391268908833,..,12.6827260516769
Benin,BEN,Saved at a bank or similar financial institution  (% age 15+),fin17a,7.0161602909638,7.14403158004107,9.80283102102892,5.14619635902215,..,7.54543717808197
Benin,BEN,Saved money using a mobile money account  (% age 15+),fin17b,..,..,..,8.8480804596175,..,19.4357174041747
Benin,BEN,Saved at a bank or similar financial institution or using a mobile money account  (% age 15+),fin17a.17a1.d,7.0161602909638,7.14403158004107,9.80283102102892,12.6601692146316,..,23.3673149403528
Benin,BEN,"Sent or withdrew money from a bank or similar financial institution, monthly (%,  age 15+) (% age 15+)",fin6m,..,..,..,..,..,3.95342904163725
Benin,BEN,"Sent money from a mobile money account, less than once a month  (% age 15+)",fin13blm,..,..,..,..,..,22.4409226050181
Benin,BEN,"Sent or withdrew money from a mobile money account, Never (%  age 15+) (% age 15+)",fin13bn,..,..,..,..,..,2.50406531195417
Botswana,BWA,"Mobile money account, men (% age 15+)",mobileaccount.t.d.2,..,22.0627524273901,29.1026010806703,..,41.8373702159317,53.9959361768223
